v	ID	###	Noun base	Verb base	PROPERTIES	group	trans?	object	argument	locative argument	weak / optional argument	Examples: Positive	Examples: Negative + Question	NEGATIVE examples: should NOT match	Noun examples	GROUPS + COMMENTS + NOTES		DISTRACTORS
	479			lahjoittaa		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Hyväntekijä lahjoitti omaisuutensa hyväntekeväisyyteen. // Hyväntekijä lahjoitti omaisuutensa kodittomille kissoille.						
					*CONCEPTS*				Syntax-allative-omistaminen									
	483			lainata		LÄHDE	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Lainaan auton Liisalta.						
					*CONCEPTS*				Syntax-ablatiivi-lähde									
	484			lainata		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative			Lainaan auton sinulle.	Lainasimme rahaa hänelle.					
					*CONCEPTS*				Syntax-allative-omistaminen									
	485			lainata			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Lainasimme auton muuttoon.	Lainasimme rahaa remonttiin.					
					*CONCEPTS*													
	486			lajitella			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Hän lajitteli kirjat kahteen pinoon.						
					*CONCEPTS*													
	487			lakata			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Elative			en koskaan lakkaa hämmästelemästä hänen mielipiteitään	Lakkaa huutamasta!			(V + mAAn V + 1inf)		
					*CONCEPTS*													
	488			laskea			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Yritys laski jätevedet jokeen. // Mummo laski koiransa pihalle.						
					*CONCEPTS*													
	489			laskeutua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Kone laskeutui määränpäähänsä ajoissa. // Kone laskeutui lentokentälle.						
					*CONCEPTS*													
	490			laskuttaa			Transitive	HEAD:Noun + Case:Partitive				Firma laskuttaa asiakasta.						
					*CONCEPTS*													
	491			laskuttaa			Intransitive	—	HEAD:Noun + Case:Elative			Emme laskuta erikseen kotiinkuljetuksesta.						
					*CONCEPTS*													
	492			laulaa		KOMMUNIKAATIO	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative		HEAD:Noun + Case:Elative	Minä laulan laulun sinulle.	Laula minulle jotakin.  //  minä laulan sinulle laulun rakkaudesta					
					*CONCEPTS*				Syntax-allatiivi-kommunikaatio									
	493			laulaa			Intransitive	—	HEAD:Noun + Case:Elative			Hän laulaa rakkaudesta.						
					*CONCEPTS*													
	494			leikata			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			Leikkasin tukan lyhyeksi.						
					*CONCEPTS*													
	495			leikata			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Hän leikkasi haavan sormeensa.						
					*CONCEPTS*													
	496			leikkiä			Transitive	HEAD:Noun + Case:Partitive				Pojat leikkivät rosvoa ja poliisia.						
					*CONCEPTS*													
	497			leikkiä			Intransitive	—	HEAD:Noun + Case:Adessive			Minna ei leiki enää nukeilla.						
					*CONCEPTS*				Syntax-adessiivi-keino-väline									
	498			lelliä			Transitive	HEAD:Noun + Case:Partitive				Mummo lellii lapsenlastaan.						
					*CONCEPTS*													
	499			lepuuttaa			Transitive	HEAD:Noun + Case:Partitive				Haluan lepuuttaa jalkojani.						
					*CONCEPTS*													
	500			leuhkia			Intransitive	—	HEAD:Noun + Case:Adessive			Hän leuhkii uudella autollaan.						
					*CONCEPTS*				Syntax-adessiivi-keino-väline									
	501			leveillä			Intransitive	—	HEAD:Noun + Case:Adessive			Hän leveilee rahoillaan.				(= kerskailla)		
					*CONCEPTS*				Syntax-adessiivi-keino-väline									
	504			levittää			Transitive	HEAD:Noun + Case:Partitive				Hän levittää väärää tietoa asiasta.						
					*CONCEPTS*													
	505			levittää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Hän levitti liinan pöydälle.	Levitä aurinkoöljyä selkään.					
					*CONCEPTS*													
	502			levitä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Myrkky levisi ympäristöön. // Myrkky levisi laajalle.						
					*CONCEPTS*													
	503			levitä			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Asutus levisi etelästä pohjoiseen.	Asutus levisi mantereelta toiselle.					
					*CONCEPTS*													
	506			lieventää			Transitive	HEAD:Noun + Case:Partitive				Tuomari lievensi rangaistusta.						
					*CONCEPTS*													
	507			lievittää			Transitive	HEAD:Noun + Case:Partitive				Aspiriini lievittää päänsärkyä.						
					*CONCEPTS*													
	508			liikauttaa			Transitive	HEAD:Noun + Case:Partitive				Asia liikautti minua.						
					*CONCEPTS*													
	509			liikutella			Transitive	HEAD:Noun + Case:Partitive				Tuuli liikuttelee puuta.						
					*CONCEPTS*													
	510			liikuttaa			Transitive	HEAD:Noun + Case:Partitive				Tapaus liikutti meitä kovasti.						
					*CONCEPTS*													
	511			liikuttua			Intransitive	—	HEAD:Noun + Case:Elative			Äiti liikuttui lahjasta.						
					*CONCEPTS*													
	512			liimata			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Lapsi liimasi lennokkinsa kasaan. // Lapsi liimasi piirustuksensa seinälle.						
					*CONCEPTS*													
	513			liioitella			Transitive	HEAD:Noun + Case:Partitive				Liioittelet asiaa.						
					*CONCEPTS*													
	515			liittoutua			Intransitive	—	HEAD:PostPosition + Base:kanssa + Gov_Case:Genitive			Maa liittoutui naapurimaan kanssa.						
					*CONCEPTS*													
	516			liittoutua			Intransitive	—	HEAD:PostPosition + Base:vastaan + Gov_Case:Partitive			Pojat liittoutuivat tyttöjä vastaan.						
					*CONCEPTS*													
	517	3.6		liittyä			Intransitive	—	HEAD:Noun + Case:Illative			Suomi liittyi Euroopan unioniin v. 1995.						
					*CONCEPTS*													
	514			liittää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Liitän hakemukseen todistuksen suomen kielen taidostani.						
					*CONCEPTS*													
	518			lisätä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Hän lisäsi nimensä listaan.	Lisään taikinaan sokeria.					
					*CONCEPTS*													
	519			lohduttaa			Transitive	HEAD:Noun + Case:Partitive				Äiti lohdutti itkevää lasta.						
					*CONCEPTS*													
	520			lopettaa		(+minen)	Transitive	HEAD:Noun + Case:Objective				Hän lopettaa työnsä // Hän lopetti tupakan polttamisen.						
					*CONCEPTS*													
	522			loppua			Intransitive	—	HEAD:Noun + Case:Illative			Tämä loppuu nyt tähän.						
					*CONCEPTS*													
	523			loppua		LÄHDE	Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Juhlijoilta loppui viini // Pöydät loppuivat ravintolasta kesken.						
					*CONCEPTS*				Syntax-ablatiivi-lähde									
	524			loukata			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Illative			Miehen sanat loukkasivat minua.						
					*CONCEPTS*													
	525			loukata			Transitive	HEAD:Noun + Case:Objective				Hän loukkasi päänsä pöydänkulmaan.						
					*CONCEPTS*													
	526			loukkaantua			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Autoilija loukkaantui onnettomuudessa. //  Jalankulkija loukkaantui suojatiellä.						
					*CONCEPTS*													
	527			loukkaantua			Intransitive	—	HEAD:Noun + Case:Illative			Hän loukkaantui vakavasti päähänsä.						
					*CONCEPTS*													
	528			loukkaantua			Intransitive	—	HEAD:Noun + Case:Elative			Hän loukkaantui miehen sanoista.						
					*CONCEPTS*													
	529			loukkaantua			Intransitive	—	HEAD:Noun + Case:Allative			Hän loukkaantui minulle.						
					*CONCEPTS*													
	533			luennoida			Intransitive	—	HEAD:Noun + Case:Elative			Hän luennoi taloudesta.						
					*CONCEPTS*													
	534			luennoida		KOMMUNIKAATIO	Intransitive	—	HEAD:Noun + Case:Allative			Professori luennoi yleisölle.						
					*CONCEPTS*				Syntax-allatiivi-kommunikaatio									
	535			lukea			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Luin uutisen lehdestä.						
					*CONCEPTS*													
	536			lukea			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Tutkija luki kirjailijan modernisteihin.						
					*CONCEPTS*													
	537			lukea			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Ovessa lukee kirjaimia.						
					*CONCEPTS*													
	538			lukeutua			Intransitive	—	HEAD:Noun + Case:Illative			Lukeudun äärivasemmistoon.						
					*CONCEPTS*													
	539			luonnehtia			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			He luonnehtivat kokousta onnistuneeksi.						
					*CONCEPTS*													
	540			luopua			Intransitive	—	HEAD:Noun + Case:Elative			Luovuin ajatuksesta.		Se on ilo, josta en luopuisi mistään hinnasta. ???				
					*CONCEPTS*													
	541			luopua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Elative			Älä luovu yrittämästä!						
					*CONCEPTS*													
	542			luottaa			Intransitive	—	HEAD:Noun + Case:Illative			Luotan sinuun.						
					*CONCEPTS*													
	543			luovuttaa		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative			Hallitus luovutti palkinnon voittajalle.						
					*CONCEPTS*				Syntax-allative-omistaminen									
	544			luulla			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun-ONLY + Case:Translative			Luulin häntä mukavaksi mieheksi.						
					*CONCEPTS*													
	545			luulla				että-lause				Luulen, että Liisa on jo kotona.						
					*CONCEPTS*													
	546			luvata		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative			Johtaja lupasi minulle palkankorotuksen.	Johtaja lupasi minulle lisää palkkaa.					
					*CONCEPTS*				Syntax-allative-omistaminen									
	547			luvata			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Lupaan tulla ajoissa.						
					*CONCEPTS*													
	548			luvata			Transitive	että-lause				Lupaan, että tulen.						
					*CONCEPTS*													
	549			lyödä			Transitive	HEAD:Noun + Case:Partitive		HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative		Varas löi uhria päähän // Mies löi kaveriaan kämmenille 						
					*CONCEPTS*													
	473			lähennellä			Transitive	HEAD:Noun + Case:Partitive				Kello lähentelee yhtätoista.						
					*CONCEPTS*													
	474			lähestyä			Transitive	HEAD:Noun + Case:Partitive				Kone lähestyy lentokenttää.						
					*CONCEPTS*													
	475			lähettää		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative	HEAD:Noun + Case:Illative	Lapsi lähetti kirjeen joulupukille // Unioni lähetti tarkkailijoita vaaleihin //  Potilas lähetti kortin sairaalasta // Sotilas lähetti kirjeen rintamalta						
					*CONCEPTS*				Syntax-allative-omistaminen									
	477			lähettää			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative	 		Lähetin Liisan kauppaan ostamaan ruokaa. // Maa lähetti sotilaita taistelemaan						
					*CONCEPTS*													
	480			lähteä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative		Työntekijä lähti kotiin // Hoitaja lähti tauolle // Lääkäri lähti sairaalasta // Mies lähti kioskilta	Hampaasta lähti paikka					
					*CONCEPTS*													
	482			lähteä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Lähden pelaamaan tennistä. // Lapset lähtivät uimaan						
					*CONCEPTS*													
	532			löytyä		LÄHDE	Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative									
					*CONCEPTS*				Syntax-ablatiivi-lähde									
	530	2.1		löytää		LÄHDE	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			löysimme rantakadulta kivan kahvilan						
					*CONCEPTS*				Syntax-ablatiivi-lähde									
	531	???		löytää			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative				ESSIVE ? löydettiin kuolleena 					
					*CONCEPTS*													
	550			maalata			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative // POS:Adjective + Case:Translative			Minkäväriseksi he maalasivat talon?						
					*CONCEPTS*													
	553			maata			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Inessive	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive								
					*CONCEPTS*													
	554			mahtaa		REAKTIO?	Intransitive	—	HEAD:Noun + Case:Allative			En mahda mitään tälle asialle.				(= voi tehdä)		
					*CONCEPTS*													
	555			mahtaa			Intransitive	—	POS:Verb + INF_FORM:Inf-A + Case:Lative			Hän mahtaa olla rikas mies.				(= on varmaankin)		
					*CONCEPTS*													
	556	4.8		mahtua			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Kaikki mahtuvat kyytiin. // Kaikki mahtuvat pöydän ympärille.	Ruoka mahtuu astiaan.					
					*CONCEPTS*													
	557			mahtua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Tähän mahtuu istumaan kaksi.	Mahtuuko tähän pöytään syömään?					
					*CONCEPTS*													
	558			mainita		KOMMUNIKAATIO	Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Allative		Mainitsen teille yhden esimerkin.						
					*CONCEPTS*					Syntax-allatiivi-kommunikaatio								
	559			mainita			Intransitive	—	HEAD:Noun + Case:Elative	HEAD:Noun + Case:Allative		Mainitsen heille asiasta.						
					*CONCEPTS*													
	560			mainita			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Essive	HEAD:Noun + Case:Allative		Suosittuna lomakaupunkina voimme mainita Rooman.	Rooma mainittiin suosituimpana lomakaupunkina					
					*CONCEPTS*													
	561			mainostaa			Transitive	HEAD:Noun + Case:Partitive		HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			hän mainostaa kirjaansa kaikissa haastatteluissa.  //  Tupakkaa saa mainostaa TV:ssä.					
					*CONCEPTS*													
	562			mainostaa			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			He mainostavat pesukonetta tehokkaaksi.						
					*CONCEPTS*													
	563			maistaa			Transitive	HEAD:Noun + Case:Partitive				Olen maistanut mämmiä.						
					*CONCEPTS*													
	564	2.4		maistua		AISTI	Intransitive	—	HEAD:Noun + Case:Ablative / POS:Adjective + Case:Ablative / 			Kakku maitstui hyvältä.						
					*CONCEPTS*				Syntax-ablatiivi-aisti									
	564	2.4		maistua		AISTI	Intransitive	—	HEAD:Noun + Case:Allative / POS:Adjective + Case:Allative			Mehu maitstuu hyvälle.						
					*CONCEPTS*				Syntax-allatiivi-aisti									
	565	3.7		majoittaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			lapset majoittuivat telttaan						
					*CONCEPTS*													
	566			maksaa		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative		Ostokset voi maksaa kassalle.						
					*CONCEPTS*					Syntax-allative-omistaminen								
	567			maksaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Me maksoimme autosta tuhat euroa.				HUOM. In Finnish tradition, we call this kind of "object" argument OSMA (objektin sijainen määrän adverbiaali).  So it is and adverbial rather than object. For simplicity, I put the argument to "Obj"		
					*CONCEPTS*													
	568			maksaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Adessive			Maksatteko (laskun) käteisellä vai luottokortilla?						
					*CONCEPTS*				Syntax-adessiivi-keino-väline									
	569			malttaa			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				En malta enää odottaa.						
					*CONCEPTS*													
	570			masentaa			Transitive	HEAD:Noun + Case:Partitive				Nämä asiat masentavat minua.						
					*CONCEPTS*													
	571			masentua			Intransitive	—	HEAD:Noun + Case:Elative			Minä en vähästä masennu.						
					*CONCEPTS*													
	572			matkia			Transitive	HEAD:Noun + Case:Partitive				Hän osaa matkia hyvin lintujen ääniä.						
					*CONCEPTS*													
	573			matkustella			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Matkustelen kotimaassa. // Matkustelen seuramatkoilla.						
					*CONCEPTS*													
	574			meinata			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Mitä meinaat tehdä tänään?				(= aikoa)		
					*CONCEPTS*													
	575			menestyä			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Mies menestyi työssään. // Nainen menestyi urallaan.						
					*CONCEPTS*													
	576			mennä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Menen kotiin. // Menen lenkille.						
					*CONCEPTS*													
	577			mennä			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Poika menee täysi-ikäisestä.						
					*CONCEPTS*													
	578			mennä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän meni kirjastoon lukemaan.						
					*CONCEPTS*													
	579			merkitä			Transitive	HEAD:Noun + Case:Partitive				Englannin sana "car" merkitsee autoa.						
					*CONCEPTS*													
	580			merkitä		OMISTAMINEN	Intransitive	–	HEAD:Noun + Case:Allative			Ystävät merkitsevät minulle paljon.						
					*CONCEPTS*				Syntax-allative-omistaminen									
	581			miellyttää			Transitive	HEAD:Noun + Case:Partitive				Tämä miellyttää minua.						
					*CONCEPTS*													
	582			miettiä			Transitive	HEAD:Noun + Case:Partitive				Mietin asiaa koko illan.						elat
